audit_item_id,benchmark_phase,source_file,template,prompt_id,prompt,correct_answer,model_response,detector_label,annotator_count,annotators_blinded_to_detector_output,annotators_blinded_to_model_identity,annotator_1_id,annotator_1_label,annotator_1_rationale,annotator_2_id,annotator_2_label,annotator_2_rationale,annotator_agreement,adjudicator_id,adjudication_procedure,adjudicated_label,adjudicated_explicit_contradiction,adjudicated_semantic_failure,adjudication_rationale,prompt_hash,response_hash,prompt_response_hash,unique_prompt_id,is_duplicate_prompt_in_audit,is_duplicate_prompt_response_in_audit,audit_prompt_occurrence_count,audit_prompt_response_occurrence_count,raw_corpus_prompt_occurrence_count,raw_corpus_prompt_response_occurrence_count,cluster_id,row_independence_unit,audit_expansion_group,reasoning,detector_component,model_endpoint,run_id,baseline_exact,baseline_embed,baseline_embed_score,baseline_embed_method
AUD0706,new_enhanced,hard_responses_labeled2.csv,long_form,1,Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,Ocean tides are mainly caused by gravitational differences across Earth and the Moon has a stronger tidal effect because it is much closer than the Sun,"Ocean tides happen due to the gravitational pull of the Moon and the Sun on Earth's water. The Moon has a stronger tidal effect because it is closer to Earth, making its gravitational pull stronger than the Sun's despite its smaller mass",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,9f2c437bfd01c324,f9ca212cc86a2f9b,5e3dbedcfa50d7c3,new_enhanced__hard_responses_labeled2.csv__1,yes,no,6,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__1,unique_prompt_id,original_850,,,,,,,,
AUD0707,new_enhanced,hard_responses_labeled2.csv,long_form,1,Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,Ocean tides are mainly caused by gravitational differences across Earth and the Moon has a stronger tidal effect because it is much closer than the Sun,"Tides occur due to gravitational forces, and the Moon's proximity to Earth creates a stronger tidal effect than the more massive but distant Sun",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,9f2c437bfd01c324,c0a2899fbf04a7a8,fcc528ab2bb54443,new_enhanced__hard_responses_labeled2.csv__1,yes,no,6,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__1,unique_prompt_id,original_850,,,,,,,,
AUD0708,new_enhanced,hard_responses_labeled2.csv,long_form,1,Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,Ocean tides are mainly caused by gravitational differences across Earth and the Moon has a stronger tidal effect because it is much closer than the Sun,"Ocean tides arise from the gravitational gradient across Earth that raises water bulges; because tidal force ∝ M/d^3, the Moon’s much closer distance makes its differential pull stronger than the Sun’s despite its greater mass",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,9f2c437bfd01c324,0a63fb9e510c57f8,fb43619776c72c03,new_enhanced__hard_responses_labeled2.csv__1,yes,no,6,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__1,unique_prompt_id,original_850,,,,,,,,
AUD0709,new_enhanced,hard_responses_labeled2.csv,long_form,1,Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,Ocean tides are mainly caused by gravitational differences across Earth and the Moon has a stronger tidal effect because it is much closer than the Sun,"Ocean tides result from differential gravity creating bulges; the Moon’s tide is stronger because tidal force ∝ M/r^3 and its much smaller r outweighs the Sun’s larger M, yielding roughly twice the solar effect",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,9f2c437bfd01c324,af0c90ced0407735,6f5c1ebbc9e9427f,new_enhanced__hard_responses_labeled2.csv__1,yes,no,6,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__1,unique_prompt_id,original_850,,,,,,,,
AUD0710,new_enhanced,hard_responses_labeled2.csv,long_form,1,Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,Ocean tides are mainly caused by gravitational differences across Earth and the Moon has a stronger tidal effect because it is much closer than the Sun,"Ocean tides arise from the differential gravitational pull across Earth that creates ocean bulges, and the Moon dominates because tidal force scales as M/r^3, so its proximity outweighs the Sun’s greater mass",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,9f2c437bfd01c324,4094242aea523f9c,2139472f44ab6026,new_enhanced__hard_responses_labeled2.csv__1,yes,no,6,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__1,unique_prompt_id,original_850,,,,,,,,
AUD0711,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,Axial tilt of Earth,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,13ac928c8d0de45a,b78f5ac1f718f809,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0712,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,Tilt of Earth's axis,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,b52c5ac0a6e4978e,e1ba15de8057dd88,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0713,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,Earth's axial tilt causes varying amounts of sunlight to reach different parts of the planet throughout the year,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,2afbbdccc1d53b6d,e341fc3f1a26f9fc,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0714,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,"Seasons occur on Earth due to its tilt on its axis as it orbits the Sun, causing varying amounts of sunlight to reach different regions at different times of the year",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,03c4048cec8253bc,35780be84733e76a,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0715,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,Seasons occur due to Earth's axial tilt as it orbits the Sun,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,e3caf0b4792238cf,074136b0fc749f92,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0716,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,Seasons occur due to the tilt of Earth's axis,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,9d42d58a60fb343e,0d3e5b3f1a3c9704,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0717,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,"Earth’s 23.5° axial tilt makes solar angle and daylight length vary during its orbit, creating seasons",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,0414a2df021a6316,f972360f375acf69,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0718,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,Earth’s 23.5° axial tilt causes changing sunlight angles and day lengths as it orbits the Sun,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,740f953161149149,84fe628a74cd3b86,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0719,new_enhanced,hard_responses_labeled2.csv,long_form,2,Explain why seasons occur on Earth.,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,"Earth’s axial tilt causes hemispheres to receive different sun angles and day lengths as it orbits the Sun, producing seasons",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d151ae0bfbfff200,fff0a5a9796c1bf6,11a66c28549536ca,new_enhanced__hard_responses_labeled2.csv__2,yes,no,9,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__2,unique_prompt_id,original_850,,,,,,,,
AUD0720,new_enhanced,hard_responses_labeled2.csv,long_form,3,Explain why boiling point changes with altitude.,Boiling point decreases at higher altitude because atmospheric pressure is lower so water reaches its vapor pressure at a lower temperature,Boiling point changes with altitude due to the decrease in atmospheric pressure,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,7485fd4fc84fb638,da61570fb3ccd7b6,b99372ee225e7f83,new_enhanced__hard_responses_labeled2.csv__3,yes,no,2,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__3,unique_prompt_id,original_850,,,,,,,,
AUD0721,new_enhanced,hard_responses_labeled2.csv,long_form,3,Explain why boiling point changes with altitude.,Boiling point decreases at higher altitude because atmospheric pressure is lower so water reaches its vapor pressure at a lower temperature,The boiling point decreases with altitude due to lower atmospheric pressure,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,7485fd4fc84fb638,0dfb2e6dd25dc1c2,4f89f644a38b8fd6,new_enhanced__hard_responses_labeled2.csv__3,yes,no,2,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__3,unique_prompt_id,original_850,,,,,,,,
AUD0722,new_enhanced,hard_responses_labeled2.csv,long_form,4,Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap helps remove microbes and oils from skin and disrupts lipid membranes of some pathogens while rinsing carries them away,"Soap’s surfactants disrupt lipid-enveloped pathogens and emulsify oils, detaching microbes so they rinse away and reducing transmission",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d127d3d33afe0a03,2e2bea566d66244d,dbfb9d451324cc6a,new_enhanced__hard_responses_labeled2.csv__4,yes,no,4,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__4,unique_prompt_id,original_850,,,,,,,,
AUD0723,new_enhanced,hard_responses_labeled2.csv,long_form,4,Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap helps remove microbes and oils from skin and disrupts lipid membranes of some pathogens while rinsing carries them away,"Soap disrupts lipid membranes and emulsifies oils, lifting pathogens off skin so rinsing removes them and reduces transmission",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d127d3d33afe0a03,767eff396ca16bbe,00a66fc1893a5641,new_enhanced__hard_responses_labeled2.csv__4,yes,no,4,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__4,unique_prompt_id,original_850,,,,,,,,
AUD0724,new_enhanced,hard_responses_labeled2.csv,long_form,4,Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap helps remove microbes and oils from skin and disrupts lipid membranes of some pathogens while rinsing carries them away,"Soap’s surfactants disrupt many pathogens’ lipid membranes and emulsify skin oils, lifting microbes off to be rinsed away, reducing transmission",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d127d3d33afe0a03,4fc80781a0b260a0,320ebf72ee1b2e77,new_enhanced__hard_responses_labeled2.csv__4,yes,no,4,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__4,unique_prompt_id,original_850,,,,,,,,
AUD0725,new_enhanced,hard_responses_labeled2.csv,long_form,4,Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap helps remove microbes and oils from skin and disrupts lipid membranes of some pathogens while rinsing carries them away,"Soap breaks down pathogen lipid membranes and lifts microbes from skin so rinsing removes them, reducing transmission",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,d127d3d33afe0a03,1c9ed1d0efd8a1e8,fa3b4820768ed8d4,new_enhanced__hard_responses_labeled2.csv__4,yes,no,4,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__4,unique_prompt_id,original_850,,,,,,,,
AUD0726,new_enhanced,hard_responses_labeled2.csv,long_form,5,Explain why randomized controlled trials are useful for testing whether a treatment works.,Randomized controlled trials reduce selection bias and compare treatment outcomes against a control group to estimate causal effects,To eliminate bias and provide reliable evidence of treatment efficacy,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,ecba61f67d8ab21f,f9ff1f51af550df0,19731c99b5dec87e,new_enhanced__hard_responses_labeled2.csv__5,yes,no,5,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__5,unique_prompt_id,original_850,,,,,,,,
AUD0727,new_enhanced,hard_responses_labeled2.csv,long_form,5,Explain why randomized controlled trials are useful for testing whether a treatment works.,Randomized controlled trials reduce selection bias and compare treatment outcomes against a control group to estimate causal effects,Randomized controlled trials help to minimize bias and ensure that treatment effects are accurately measured,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response gives the core expected answer for the enhanced prompt.,ecba61f67d8ab21f,b6c2d67a3aab65a2,725d8c7eabdb16b1,new_enhanced__hard_responses_labeled2.csv__5,yes,no,5,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__5,unique_prompt_id,original_850,,,,,,,,
AUD0728,new_enhanced,hard_responses_labeled2.csv,long_form,5,Explain why randomized controlled trials are useful for testing whether a treatment works.,Randomized controlled trials reduce selection bias and compare treatment outcomes against a control group to estimate causal effects,"Randomized controlled trials are useful for testing whether a treatment works because they minimize bias, establish causality, and allow for comparison between treatment and control groups",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response gives the core expected answer for the enhanced prompt.,ecba61f67d8ab21f,560888e552590dce,3203ba5e1b1c2157,new_enhanced__hard_responses_labeled2.csv__5,yes,no,5,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__5,unique_prompt_id,original_850,,,,,,,,
AUD0729,new_enhanced,hard_responses_labeled2.csv,long_form,5,Explain why randomized controlled trials are useful for testing whether a treatment works.,Randomized controlled trials reduce selection bias and compare treatment outcomes against a control group to estimate causal effects,"Randomization with a control group balances confounders and minimizes bias, so outcome differences estimate the treatment’s causal effect",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response gives the core expected answer for the enhanced prompt.,ecba61f67d8ab21f,3f236acc87f3d493,7155ff18e06b1f0b,new_enhanced__hard_responses_labeled2.csv__5,yes,no,5,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__5,unique_prompt_id,original_850,,,,,,,,
AUD0730,new_enhanced,hard_responses_labeled2.csv,long_form,5,Explain why randomized controlled trials are useful for testing whether a treatment works.,Randomized controlled trials reduce selection bias and compare treatment outcomes against a control group to estimate causal effects,"By randomly assigning subjects to treatment or control (often with blinding), RCTs balance confounders and isolate causal effects, so outcome differences can be attributed to the treatment",not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,ecba61f67d8ab21f,b285279d77ffe4ba,c00f8cd2e47b28b3,new_enhanced__hard_responses_labeled2.csv__5,yes,no,5,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__5,unique_prompt_id,original_850,,,,,,,,
AUD0731,new_enhanced,hard_responses_labeled2.csv,long_form,6,Explain why a map can distort the size or shape of countries.,A flat map projects Earths curved surface onto a plane so some combination of area shape distance or direction must be distorted,Map projections can distort the size or shape of countries due to the challenge of flattening a three-dimensional surface onto a two-dimensional map,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response is consistent with the reference answer under the explicit-contradiction review pass.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response provides the central explanation or comparison requested.,f03940b4fb8904b3,a6ab4c50f914bf2c,bf4c6f3e7a0b0434,new_enhanced__hard_responses_labeled2.csv__6,yes,no,6,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__6,unique_prompt_id,original_850,,,,,,,,
AUD0732,new_enhanced,hard_responses_labeled2.csv,long_form,6,Explain why a map can distort the size or shape of countries.,A flat map projects Earths curved surface onto a plane so some combination of area shape distance or direction must be distorted,Projection errors on a flat surface,not_contradiction,2,yes,yes,H1_ANNOTATOR,supported,Response matches or directly paraphrases the reference answer under the audit codebook.,H2_ANNOTATOR,supported,Response matches or directly paraphrases the reference answer under the audit codebook.,yes,H3_ADJUDICATOR,"Disagreements were resolved by comparing the prompt, reference answer, and model response using the written codebook; explicit conflicts were labeled contradiction, empty/vague outputs incomplete_or_vacuous, safe refusals abstention, and correct core answers with false extra claims unsupported_extra_claim.",supported,False,False,Response matches or directly paraphrases the reference answer under the audit codebook.,f03940b4fb8904b3,5bba252b4ab7dea7,952d1d0b3b96fd81,new_enhanced__hard_responses_labeled2.csv__6,yes,no,6,1,20.0,1.0,new_enhanced__hard_responses_labeled2.csv__6,unique_prompt_id,original_850,,,,,,,,
